MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.6197931089634561,0.7872694004998899,0.6279111641570371,0.26214508554065485,0.9947630364264393,0.9954873668926126,Ridge Regression (alpha=0.2),AAPL,2025-04-09 10:42:59
