MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.5385699851443743,0.7338732759437246,0.5930195750771645,0.24850036798657263,0.9954493344522467,0.9956099733548366,Linear Regression,AAPL,2025-04-09 10:39:39
