MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.9582013836205234,0.9788776142197366,0.7502179242324096,0.31191133307408403,0.9919036445688993,0.9946144583976,Ridge Regression (alpha=2.0),AAPL,2025-04-09 10:40:27
