MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.8259562702121679,0.9088213632019044,0.6967340129715511,0.29006208852417087,0.9930210535775572,0.9949515334984169,Ridge Regression (alpha=1.0),AAPL,2025-04-09 10:38:36
